dma,State,geoCode,Year,cancer,cardiovascular,depression,diabetes,diarrhea,obesity,rehab,stroke,vaccine
Butte-Bozeman MT,MT,754,2012,51,22,60,55,62,60,52,60,65
Butte-Bozeman MT,MT,754,2013,52,22,70,60,64,50,47,76,69
Butte-Bozeman MT,MT,754,2014,59,19,64,66,71,59,60,53,68
Butte-Bozeman MT,MT,754,2015,59,24,64,66,74,53,57,59,74
Butte-Bozeman MT,MT,754,2016,55,28,59,69,85,61,41,56,80
Butte-Bozeman MT,MT,754,2017,62,25,70,69,66,61,46,79,78
Casper-Riverton WY,WY,767,2004,45,0,42,37,46,60,21,17,27
Casper-Riverton WY,WY,767,2005,62,18,9,23,24,27,32,40,45
Casper-Riverton WY,WY,767,2006,42,29,33,25,88,32,23,28,23
Casper-Riverton WY,WY,767,2007,56,0,44,57,17,26,31,55,55
Casper-Riverton WY,WY,767,2008,52,11,32,44,15,32,67,82,18
Casper-Riverton WY,WY,767,2009,67,14,26,43,63,29,57,72,35
Casper-Riverton WY,WY,767,2010,60,29,36,56,32,56,57,47,42
Casper-Riverton WY,WY,767,2011,53,27,67,56,64,38,44,64,50
Casper-Riverton WY,WY,767,2012,54,33,79,58,80,32,33,79,57
Casper-Riverton WY,WY,767,2013,53,20,80,70,75,43,37,79,69
Casper-Riverton WY,WY,767,2014,62,36,64,81,77,38,55,78,52
Casper-Riverton WY,WY,767,2015,58,22,71,71,63,58,44,60,55
Casper-Riverton WY,WY,767,2016,54,26,62,87,81,47,37,66,59
Casper-Riverton WY,WY,767,2017,59,27,66,80,75,45,42,93,70
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,IA,637,2004,55,11,63,42,17,51,13,15,27
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,IA,637,2005,76,23,13,23,25,32,18,45,33
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,IA,637,2006,57,31,32,45,47,42,30,22,56
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,IA,637,2007,72,33,50,61,25,48,26,58,50
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,IA,637,2008,73,32,35,48,79,36,59,58,28
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,IA,637,2009,65,25,26,68,54,60,47,67,42
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,IA,637,2010,73,64,33,46,27,48,55,51,56
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,IA,637,2011,62,42,68,63,67,44,60,64,60
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,IA,637,2012,63,37,71,64,63,68,56,59,62
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,IA,637,2013,64,48,80,71,69,68,50,69,71
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,IA,637,2014,76,51,72,78,68,58,56,68,66
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,IA,637,2015,68,54,69,77,71,70,51,56,67
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,IA,637,2016,67,47,68,84,75,69,43,63,68
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,IA,637,2017,68,42,67,79,77,72,38,72,76
Champaign & Springfield-Decatur IL,IL,648,2004,44,7,55,42,16,35,13,13,44
Champaign & Springfield-Decatur IL,IL,648,2005,71,19,14,26,30,26,17,47,33
Champaign & Springfield-Decatur IL,IL,648,2006,58,25,27,46,32,42,20,23,49
Champaign & Springfield-Decatur IL,IL,648,2007,77,32,45,64,25,49,31,47,56
Champaign & Springfield-Decatur IL,IL,648,2008,72,33,37,53,46,48,47,66,25
Champaign & Springfield-Decatur IL,IL,648,2009,64,26,25,66,44,73,32,58,41
Champaign & Springfield-Decatur IL,IL,648,2010,70,79,35,46,24,49,48,39,52
Champaign & Springfield-Decatur IL,IL,648,2011,59,50,64,69,67,53,50,60,63
Champaign & Springfield-Decatur IL,IL,648,2012,64,52,77,63,59,77,51,63,60
Champaign & Springfield-Decatur IL,IL,648,2013,66,47,68,73,69,88,47,61,69
Champaign & Springfield-Decatur IL,IL,648,2014,73,52,67,75,66,68,50,64,66
Champaign & Springfield-Decatur IL,IL,648,2015,67,64,67,77,64,85,51,51,69
Champaign & Springfield-Decatur IL,IL,648,2016,65,61,64,77,70,75,45,58,71
Champaign & Springfield-Decatur IL,IL,648,2017,68,56,66,78,76,77,48,68,74
Charleston SC,SC,519,2004,55,14,42,42,15,15,16,20,23
Charleston SC,SC,519,2005,74,19,9,27,20,24,35,45,31
Charleston SC,SC,519,2006,57,38,18,48,66,24,34,28,32
Charleston SC,SC,519,2007,79,32,36,64,18,32,38,61,45
Charleston SC,SC,519,2008,71,23,27,51,69,23,62,68,28
Charleston SC,SC,519,2009,69,34,21,75,58,46,45,52,39
Charleston SC,SC,519,2010,73,56,28,50,34,35,49,52,61
Charleston SC,SC,519,2011,65,47,60,68,63,33,64,76,60
Charleston SC,SC,519,2012,65,37,68,64,62,52,54,74,55
Charleston SC,SC,519,2013,67,30,69,69,69,54,58,82,73
Charleston SC,SC,519,2014,78,41,58,69,68,46,65,76,64
Charleston SC,SC,519,2015,70,53,61,74,68,66,56,68,65
Charleston SC,SC,519,2016,66,41,58,76,74,47,45,72,63
Charleston SC,SC,519,2017,67,35,58,75,69,45,46,76,76
Charleston-Huntington WV,WV,564,2004,42,5,50,39,17,33,24,12,27
Charleston-Huntington WV,WV,564,2005,69,15,12,27,36,24,30,59,17
Charleston-Huntington WV,WV,564,2006,52,28,23,51,55,23,31,30,35
Charleston-Huntington WV,WV,564,2007,77,50,46,71,25,49,41,69,42
Charleston-Huntington WV,WV,564,2008,82,28,33,58,58,43,67,84,33
Charleston-Huntington WV,WV,564,2009,69,25,23,72,64,46,43,55,41
Charleston-Huntington WV,WV,564,2010,71,54,30,50,35,49,65,60,56
Charleston-Huntington WV,WV,564,2011,68,46,68,80,76,51,69,66,62
Charleston-Huntington WV,WV,564,2012,72,45,81,72,75,65,62,67,69
Charleston-Huntington WV,WV,564,2013,74,32,84,72,83,55,60,80,66
Charleston-Huntington WV,WV,564,2014,84,40,76,76,86,42,64,75,67
Charleston-Huntington WV,WV,564,2015,78,39,84,84,92,54,55,70,65
Charleston-Huntington WV,WV,564,2016,80,41,70,89,87,54,57,76,73
Charleston-Huntington WV,WV,564,2017,81,41,74,92,94,58,61,89,80
Charlotte NC,NC,517,2004,43,7,39,35,16,25,21,16,29
Charlotte NC,NC,517,2005,58,16,10,20,29,19,23,41,24
Charlotte NC,NC,517,2006,47,15,23,38,44,26,36,23,32
Charlotte NC,NC,517,2007,59,26,35,54,19,32,35,51,36
Charlotte NC,NC,517,2008,60,21,29,43,59,27,64,53,23
Charlotte NC,NC,517,2009,58,20,20,60,62,41,46,50,32
Charlotte NC,NC,517,2010,61,46,25,39,29,32,58,39,44
Charlotte NC,NC,517,2011,55,28,49,59,62,26,62,56,48
Charlotte NC,NC,517,2012,59,29,58,56,62,41,59,55,46
Charlotte NC,NC,517,2013,62,28,58,60,64,41,52,57,51
Charlotte NC,NC,517,2014,69,33,54,65,65,39,56,53,51
Charlotte NC,NC,517,2015,63,39,58,65,65,52,55,49,50
Charlotte NC,NC,517,2016,63,34,54,72,67,45,49,56,55
Charlotte NC,NC,517,2017,61,30,56,71,65,47,50,64,63
Charlottesville VA,VA,584,2004,43,12,45,35,12,27,15,19,47
Charlottesville VA,VA,584,2005,63,17,11,22,31,16,18,45,29
Charlottesville VA,VA,584,2006,46,18,20,40,45,24,34,24,49
Charlottesville VA,VA,584,2007,73,51,40,57,29,31,35,64,50
Charlottesville VA,VA,584,2008,74,23,32,52,43,23,49,61,28
Charlottesville VA,VA,584,2009,65,31,22,72,55,33,47,66,46
Charlottesville VA,VA,584,2010,65,58,28,38,25,30,43,42,53
Charlottesville VA,VA,584,2011,64,46,64,73,59,35,56,70,88
Charlottesville VA,VA,584,2012,69,62,76,61,70,60,60,66,62
Charlottesville VA,VA,584,2013,72,53,77,75,70,56,65,73,81
Charlottesville VA,VA,584,2014,80,74,71,76,67,58,68,75,69
Charlottesville VA,VA,584,2015,73,71,68,74,62,68,60,60,73
Charlottesville VA,VA,584,2016,72,68,66,82,72,70,61,67,78
Charlottesville VA,VA,584,2017,75,55,66,82,66,77,64,76,91
Chattanooga TN,TN,575,2004,43,3,41,39,23,36,11,16,26
Chattanooga TN,TN,575,2005,57,16,11,22,22,18,23,54,26
Chattanooga TN,TN,575,2006,48,17,23,44,40,23,33,23,38
Chattanooga TN,TN,575,2007,66,30,33,52,23,23,39,57,38
Chattanooga TN,TN,575,2008,70,18,32,54,60,26,67,73,21
Chattanooga TN,TN,575,2009,61,21,19,59,55,33,48,69,35
Chattanooga TN,TN,575,2010,69,41,24,46,32,28,63,51,36
Chattanooga TN,TN,575,2011,57,29,56,65,59,30,63,61,42
Chattanooga TN,TN,575,2012,58,32,69,60,63,44,55,58,56
Chattanooga TN,TN,575,2013,64,36,64,63,69,47,49,71,56
Chattanooga TN,TN,575,2014,78,38,61,70,75,36,57,67,55
Chattanooga TN,TN,575,2015,66,39,65,70,74,53,58,59,57
Chattanooga TN,TN,575,2016,68,38,61,75,75,36,52,67,53
Chattanooga TN,TN,575,2017,67,27,60,74,82,49,53,74,70
Cheyenne WY-Scottsbluff NE,NE,759,2004,35,9,46,46,11,29,20,17,40
Cheyenne WY-Scottsbluff NE,NE,759,2005,65,15,13,20,23,22,22,52,28
Cheyenne WY-Scottsbluff NE,NE,759,2006,41,21,26,31,27,34,15,20,27
Cheyenne WY-Scottsbluff NE,NE,759,2007,60,16,53,53,26,36,24,58,29
Cheyenne WY-Scottsbluff NE,NE,759,2008,54,30,37,40,55,24,45,65,22
Cheyenne WY-Scottsbluff NE,NE,759,2009,57,21,21,53,56,28,34,64,33
Cheyenne WY-Scottsbluff NE,NE,759,2010,53,57,30,35,25,35,52,31,38
Cheyenne WY-Scottsbluff NE,NE,759,2011,53,45,62,78,62,51,52,53,66
Cheyenne WY-Scottsbluff NE,NE,759,2012,53,39,72,69,52,74,50,65,58
Cheyenne WY-Scottsbluff NE,NE,759,2013,55,34,68,63,88,62,39,68,66
Cheyenne WY-Scottsbluff NE,NE,759,2014,69,14,63,73,70,42,50,72,57
Cheyenne WY-Scottsbluff NE,NE,759,2015,63,25,65,69,77,60,52,51,65
Cheyenne WY-Scottsbluff NE,NE,759,2016,64,36,59,71,94,48,38,60,67
Cheyenne WY-Scottsbluff NE,NE,759,2017,64,26,59,80,85,47,80,59,75
Chicago IL,IL,602,2004,44,6,41,35,14,26,20,15,31
Chicago IL,IL,602,2005,64,15,11,21,24,16,24,39,24
Chicago IL,IL,602,2006,50,20,21,36,43,21,32,21,33
Chicago IL,IL,602,2007,65,31,35,53,19,26,34,46,35
Chicago IL,IL,602,2008,65,19,28,43,51,20,55,53,20
Chicago IL,IL,602,2009,59,21,19,58,54,36,42,49,37
Chicago IL,IL,602,2010,63,43,24,39,28,28,55,36,40
Chicago IL,IL,602,2011,56,31,51,59,65,28,65,50,49
Chicago IL,IL,602,2012,58,28,58,52,64,38,61,54,45
Chicago IL,IL,602,2013,63,28,61,60,66,41,54,55,51
Chicago IL,IL,602,2014,71,35,56,63,64,38,63,52,52
Chicago IL,IL,602,2015,63,37,57,64,63,46,55,48,58
Chicago IL,IL,602,2016,64,41,54,73,65,45,45,52,56
Chicago IL,IL,602,2017,65,32,59,71,66,49,45,58,69
Chico-Redding CA,CA,868,2004,36,4,33,24,14,41,16,22,49
Chico-Redding CA,CA,868,2005,45,10,11,19,27,38,18,45,13
Chico-Redding CA,CA,868,2006,44,10,24,32,28,29,30,28,33
Chico-Redding CA,CA,868,2007,59,38,36,39,17,47,31,51,38
Chico-Redding CA,CA,868,2008,56,16,30,37,31,26,55,85,21
Chico-Redding CA,CA,868,2009,52,10,22,44,50,58,47,52,30
Chico-Redding CA,CA,868,2010,55,30,26,38,26,45,55,37,43
Chico-Redding CA,CA,868,2011,52,23,61,56,64,38,74,61,62
Chico-Redding CA,CA,868,2012,56,32,65,65,61,53,67,62,49
Chico-Redding CA,CA,868,2013,58,30,77,74,64,50,57,72,63
Chico-Redding CA,CA,868,2014,63,35,59,74,61,46,59,69,67
Chico-Redding CA,CA,868,2015,62,38,67,66,67,60,63,63,79
Chico-Redding CA,CA,868,2016,59,36,59,75,74,63,54,67,76
Chico-Redding CA,CA,868,2017,58,38,63,75,70,62,59,76,89
Cincinnati OH,OH,515,2004,45,6,43,39,15,28,17,18,25
Cincinnati OH,OH,515,2005,64,13,11,22,18,19,25,41,27
Cincinnati OH,OH,515,2006,51,19,23,42,41,22,29,23,37
Cincinnati OH,OH,515,2007,69,35,37,61,19,33,30,57,42
Cincinnati OH,OH,515,2008,68,18,32,48,63,28,53,66,25
Cincinnati OH,OH,515,2009,61,19,20,66,58,39,39,49,46
Cincinnati OH,OH,515,2010,65,46,26,44,31,34,58,41,51
Cincinnati OH,OH,515,2011,59,34,58,66,64,37,60,54,60
Cincinnati OH,OH,515,2012,62,38,70,63,60,52,53,55,60
Cincinnati OH,OH,515,2013,64,35,68,72,66,50,48,60,67
Cincinnati OH,OH,515,2014,74,39,60,74,67,44,53,54,68
Cincinnati OH,OH,515,2015,68,38,65,73,72,54,52,53,62
Cincinnati OH,OH,515,2016,66,37,57,76,73,46,47,56,64
Cincinnati OH,OH,515,2017,65,30,62,74,74,49,48,62,74
Clarksburg-Weston WV,WV,598,2004,47,0,40,36,24,46,18,14,21
Clarksburg-Weston WV,WV,598,2005,76,0,9,23,25,18,22,64,23
Clarksburg-Weston WV,WV,598,2006,52,15,28,41,25,30,29,14,53
Clarksburg-Weston WV,WV,598,2007,69,30,43,41,35,24,30,60,37
Clarksburg-Weston WV,WV,598,2008,70,15,26,48,63,41,68,46,27
Clarksburg-Weston WV,WV,598,2009,70,21,21,54,80,47,35,48,46
Clarksburg-Weston WV,WV,598,2010,67,21,27,32,30,31,50,44,56
Clarksburg-Weston WV,WV,598,2011,69,28,79,75,100,42,65,67,69
Clarksburg-Weston WV,WV,598,2012,72,38,87,66,68,58,53,58,69
Clarksburg-Weston WV,WV,598,2013,69,32,94,80,83,70,41,71,80
Clarksburg-Weston WV,WV,598,2014,84,33,76,84,79,50,53,63,77
Clarksburg-Weston WV,WV,598,2015,70,35,83,83,88,58,54,65,77
Clarksburg-Weston WV,WV,598,2016,76,33,69,76,93,50,45,68,71
Clarksburg-Weston WV,WV,598,2017,76,28,68,97,88,44,46,81,70
Cleveland-Akron (Canton) OH,OH,510,2004,42,6,44,36,14,25,18,16,26
Cleveland-Akron (Canton) OH,OH,510,2005,64,15,12,21,21,15,22,44,22
Cleveland-Akron (Canton) OH,OH,510,2006,50,20,22,38,48,21,30,22,31
Cleveland-Akron (Canton) OH,OH,510,2007,64,33,35,54,20,25,32,52,33
Cleveland-Akron (Canton) OH,OH,510,2008,68,20,31,43,48,23,53,59,20
Cleveland-Akron (Canton) OH,OH,510,2009,60,23,21,56,58,35,39,53,36
Cleveland-Akron (Canton) OH,OH,510,2010,64,40,28,38,31,28,56,40,41
Cleveland-Akron (Canton) OH,OH,510,2011,61,40,58,67,67,35,61,59,56
Cleveland-Akron (Canton) OH,OH,510,2012,64,38,66,61,67,47,56,62,52
Cleveland-Akron (Canton) OH,OH,510,2013,68,35,69,68,73,51,53,65,59
Cleveland-Akron (Canton) OH,OH,510,2014,76,43,64,70,68,49,59,58,60
Cleveland-Akron (Canton) OH,OH,510,2015,69,47,64,71,69,59,56,56,61
Cleveland-Akron (Canton) OH,OH,510,2016,69,43,61,77,76,48,51,58,58
Cleveland-Akron (Canton) OH,OH,510,2017,70,35,64,75,73,51,52,65,71
Colorado Springs-Pueblo CO,CO,752,2004,32,5,32,26,12,26,20,19,24
Colorado Springs-Pueblo CO,CO,752,2005,49,11,9,17,12,18,17,41,25
Colorado Springs-Pueblo CO,CO,752,2006,41,14,20,34,39,24,25,23,30
Colorado Springs-Pueblo CO,CO,752,2007,51,22,40,44,22,23,27,50,33
Colorado Springs-Pueblo CO,CO,752,2008,54,12,30,39,47,21,49,60,20
Colorado Springs-Pueblo CO,CO,752,2009,52,14,21,53,59,29,32,49,34
Colorado Springs-Pueblo CO,CO,752,2010,53,25,25,30,31,27,45,36,43
Colorado Springs-Pueblo CO,CO,752,2011,50,24,61,59,71,33,53,52,56
Colorado Springs-Pueblo CO,CO,752,2012,52,32,74,56,66,53,56,55,51
Colorado Springs-Pueblo CO,CO,752,2013,56,30,68,61,72,53,50,60,60
Colorado Springs-Pueblo CO,CO,752,2014,63,26,62,63,75,41,55,56,57
Colorado Springs-Pueblo CO,CO,752,2015,58,41,67,69,69,49,47,48,70
Colorado Springs-Pueblo CO,CO,752,2016,58,33,62,70,79,36,44,58,61
Colorado Springs-Pueblo CO,CO,752,2017,61,28,68,73,77,42,68,61,73
Columbia SC,SC,546,2004,45,5,45,35,11,37,19,12,29
Columbia SC,SC,546,2005,65,19,12,29,22,25,31,36,22
Columbia SC,SC,546,2006,51,26,24,43,40,28,41,22,26
Columbia SC,SC,546,2007,67,31,39,61,16,43,36,48,41
Columbia SC,SC,546,2008,67,20,28,46,40,26,63,60,20
Columbia SC,SC,546,2009,61,22,21,64,56,56,39,58,34
Columbia SC,SC,546,2010,65,56,28,41,27,37,56,45,44
Columbia SC,SC,546,2011,58,44,62,76,61,48,57,60,55
Columbia SC,SC,546,2012,64,53,68,72,62,77,53,62,58
Columbia SC,SC,546,2013,66,45,70,76,64,85,50,70,69
Columbia SC,SC,546,2014,77,53,66,81,62,76,61,61,66
Columbia SC,SC,546,2015,68,55,70,83,64,79,59,59,57
Columbia SC,SC,546,2016,66,60,66,83,69,75,45,62,60
Columbia SC,SC,546,2017,63,41,69,83,69,73,47,74,69
Columbia-Jefferson City MO,MO,604,2004,56,9,65,49,14,50,23,12,36
Columbia-Jefferson City MO,MO,604,2005,76,27,17,27,46,38,26,43,29
Columbia-Jefferson City MO,MO,604,2006,58,30,28,46,24,40,33,24,57
Columbia-Jefferson City MO,MO,604,2007,78,49,50,64,22,67,40,69,57
Columbia-Jefferson City MO,MO,604,2008,73,30,40,57,65,47,64,85,33
Columbia-Jefferson City MO,MO,604,2009,70,38,25,74,56,68,38,62,42
Columbia-Jefferson City MO,MO,604,2010,79,65,38,50,31,65,74,56,60
Columbia-Jefferson City MO,MO,604,2011,64,64,67,85,64,56,65,69,68
Columbia-Jefferson City MO,MO,604,2012,67,57,76,66,60,85,64,67,63
Columbia-Jefferson City MO,MO,604,2013,69,50,74,80,65,81,60,71,75
Columbia-Jefferson City MO,MO,604,2014,80,58,69,88,69,75,64,70,67
Columbia-Jefferson City MO,MO,604,2015,67,60,62,75,73,87,65,56,68
Columbia-Jefferson City MO,MO,604,2016,68,61,67,90,68,100,56,66,78
Columbia-Jefferson City MO,MO,604,2017,64,41,65,90,81,86,57,75,81
Columbus GA,GA,522,2004,41,7,46,39,14,64,25,17,33
Columbus GA,GA,522,2005,56,34,15,29,24,21,30,43,36
Columbus GA,GA,522,2006,53,24,23,49,35,35,20,21,47
Columbus GA,GA,522,2007,67,28,44,63,25,45,35,60,51
Columbus GA,GA,522,2008,59,29,30,47,35,36,65,66,16
Columbus GA,GA,522,2009,63,21,21,81,47,47,48,62,30
Columbus GA,GA,522,2010,67,58,36,47,28,52,67,46,75
Columbus GA,GA,522,2011,58,48,62,78,64,45,60,52,56
Columbus GA,GA,522,2012,62,58,70,64,60,75,58,59,60
Columbus GA,GA,522,2013,64,54,70,74,67,67,58,58,61
Columbus GA,GA,522,2014,74,49,61,74,70,61,66,63,62
Columbus GA,GA,522,2015,66,62,68,74,74,70,62,52,61
Columbus GA,GA,522,2016,69,72,60,80,72,68,57,61,54
Columbus GA,GA,522,2017,65,50,61,83,68,62,56,74,63
Columbus OH,OH,535,2004,46,6,43,34,14,23,17,14,36
Columbus OH,OH,535,2005,66,14,12,22,30,17,24,39,29
Columbus OH,OH,535,2006,53,19,22,38,42,25,29,21,38
Columbus OH,OH,535,2007,66,31,36,54,21,28,31,48,41
Columbus OH,OH,535,2008,69,17,30,44,58,26,59,59,23
Columbus OH,OH,535,2009,64,18,20,67,56,41,38,48,42
Columbus OH,OH,535,2010,69,45,28,43,28,33,58,40,50
Columbus OH,OH,535,2011,62,32,55,65,66,32,59,55,53
Columbus OH,OH,535,2012,65,29,65,59,69,48,57,56,52
Columbus OH,OH,535,2013,67,33,66,68,68,51,49,60,59
Columbus OH,OH,535,2014,78,37,61,72,69,43,55,55,63
Columbus OH,OH,535,2015,69,42,65,71,67,55,56,51,62
Columbus OH,OH,535,2016,69,41,59,76,74,50,47,56,66
Columbus OH,OH,535,2017,69,34,61,76,76,49,49,63,74
Columbus-Tupelo-West Point MS,MS,673,2004,48,8,29,26,16,34,19,14,37
Columbus-Tupelo-West Point MS,MS,673,2005,72,19,9,19,31,31,10,28,27
Columbus-Tupelo-West Point MS,MS,673,2006,50,33,24,39,83,50,38,20,49
Columbus-Tupelo-West Point MS,MS,673,2007,68,42,33,65,20,70,38,64,69
Columbus-Tupelo-West Point MS,MS,673,2008,58,27,31,53,37,46,43,58,23
Columbus-Tupelo-West Point MS,MS,673,2009,57,23,23,76,54,94,35,51,38
Columbus-Tupelo-West Point MS,MS,673,2010,51,76,35,39,28,69,67,54,60
Columbus-Tupelo-West Point MS,MS,673,2011,57,67,59,81,59,60,77,69,68
Columbus-Tupelo-West Point MS,MS,673,2012,60,50,74,77,67,76,78,70,63
Columbus-Tupelo-West Point MS,MS,673,2013,63,28,56,56,66,35,62,60,45
Columbus-Tupelo-West Point MS,MS,673,2014,75,48,56,64,73,32,69,60,43
Columbus-Tupelo-West Point MS,MS,673,2015,62,55,70,76,67,81,67,57,61
Columbus-Tupelo-West Point MS,MS,673,2016,69,54,69,86,72,66,65,63,65
Columbus-Tupelo-West Point MS,MS,673,2017,65,47,64,81,69,56,68,70,62
Corpus Christi TX,TX,600,2004,37,7,37,43,11,32,18,17,32
Corpus Christi TX,TX,600,2005,56,15,11,24,21,27,30,47,23
Corpus Christi TX,TX,600,2006,42,18,17,55,31,27,26,25,20
Corpus Christi TX,TX,600,2007,54,21,33,67,15,25,32,46,26
Corpus Christi TX,TX,600,2008,61,10,26,49,46,25,56,46,20
Corpus Christi TX,TX,600,2009,53,15,20,67,62,39,34,49,26
Corpus Christi TX,TX,600,2010,55,30,28,46,30,27,51,31,50
Corpus Christi TX,TX,600,2011,54,32,53,84,69,42,65,55,54
Corpus Christi TX,TX,600,2012,61,35,63,70,68,52,52,54,56
Corpus Christi TX,TX,600,2013,62,23,67,79,77,54,51,62,65
Corpus Christi TX,TX,600,2014,71,39,61,83,78,46,57,50,59
Corpus Christi TX,TX,600,2015,61,45,68,80,75,61,49,46,53
Corpus Christi TX,TX,600,2016,63,42,54,89,76,49,48,52,62
Corpus Christi TX,TX,600,2017,57,30,60,82,81,42,51,63,64
Dallas-Ft. Worth TX,TX,623,2004,38,7,35,35,12,22,19,16,27
Dallas-Ft. Worth TX,TX,623,2005,57,15,9,21,24,13,27,41,25
Dallas-Ft. Worth TX,TX,623,2006,44,20,19,39,40,19,36,22,32
Dallas-Ft. Worth TX,TX,623,2007,56,27,31,49,19,21,34,45,36
Dallas-Ft. Worth TX,TX,623,2008,57,19,26,39,51,18,53,52,19
Dallas-Ft. Worth TX,TX,623,2009,55,20,18,57,55,31,43,48,31
Dallas-Ft. Worth TX,TX,623,2010,52,33,20,32,24,19,49,33,34
Dallas-Ft. Worth TX,TX,623,2011,49,26,45,55,66,21,65,49,47
Dallas-Ft. Worth TX,TX,623,2012,53,27,53,51,67,32,67,50,54
Dallas-Ft. Worth TX,TX,623,2013,56,27,55,57,66,34,59,54,57
Dallas-Ft. Worth TX,TX,623,2014,63,36,53,64,68,32,64,48,60
Dallas-Ft. Worth TX,TX,623,2015,56,39,53,65,66,38,60,47,53
Dallas-Ft. Worth TX,TX,623,2016,57,41,51,71,68,37,54,53,56
Dallas-Ft. Worth TX,TX,623,2017,55,35,52,69,61,39,50,55,64
Davenport IA-Rock Island-Moline IL,IL,682,2004,43,7,44,40,14,26,16,18,36
Davenport IA-Rock Island-Moline IL,IL,682,2005,63,14,14,25,37,20,24,48,26
Davenport IA-Rock Island-Moline IL,IL,682,2006,52,29,23,41,40,23,31,27,33
Davenport IA-Rock Island-Moline IL,IL,682,2007,60,38,44,48,20,31,26,60,35
Davenport IA-Rock Island-Moline IL,IL,682,2008,61,19,34,43,40,27,48,47,24
Davenport IA-Rock Island-Moline IL,IL,682,2009,59,19,23,67,45,50,35,60,34
Davenport IA-Rock Island-Moline IL,IL,682,2010,67,44,29,38,21,26,44,39,43
Davenport IA-Rock Island-Moline IL,IL,682,2011,58,48,58,66,61,37,57,61,54
Davenport IA-Rock Island-Moline IL,IL,682,2012,61,40,69,61,59,52,49,57,56
Davenport IA-Rock Island-Moline IL,IL,682,2013,63,40,74,64,67,49,47,63,58
Davenport IA-Rock Island-Moline IL,IL,682,2014,69,54,68,76,71,48,52,53,52
Davenport IA-Rock Island-Moline IL,IL,682,2015,65,54,69,73,80,67,49,58,54
Davenport IA-Rock Island-Moline IL,IL,682,2016,66,58,67,78,76,50,44,59,56
Davenport IA-Rock Island-Moline IL,IL,682,2017,64,44,68,78,79,51,44,70,62
Dayton OH,OH,542,2004,43,3,45,35,13,34,19,12,21
Dayton OH,OH,542,2005,60,12,11,24,27,22,23,42,19
Dayton OH,OH,542,2006,49,11,24,40,48,24,30,23,33
Dayton OH,OH,542,2007,63,31,34,57,19,26,30,51,35
Dayton OH,OH,542,2008,62,17,31,41,57,27,55,60,22
Dayton OH,OH,542,2009,59,18,22,66,61,43,37,57,40
Dayton OH,OH,542,2010,64,41,27,39,29,34,48,47,44
Dayton OH,OH,542,2011,62,32,59,72,71,36,57,61,56
Dayton OH,OH,542,2012,62,35,66,65,63,64,53,57,54
Dayton OH,OH,542,2013,62,29,64,72,67,49,49,60,61
Dayton OH,OH,542,2014,75,30,69,74,71,45,52,55,62
Dayton OH,OH,542,2015,68,45,64,73,74,56,50,55,64
Dayton OH,OH,542,2016,66,39,60,83,76,44,47,56,66
Dayton OH,OH,542,2017,65,32,63,83,80,49,44,64,72
Denver CO,CO,751,2004,40,6,37,33,14,24,16,15,26
Denver CO,CO,751,2005,59,13,10,19,27,15,21,43,30
Denver CO,CO,751,2006,45,15,20,33,43,20,28,21,37
Denver CO,CO,751,2007,59,26,33,45,19,26,31,48,40
Denver CO,CO,751,2008,59,17,29,39,53,20,53,58,23
Denver CO,CO,751,2009,54,18,19,54,58,31,39,51,31
Denver CO,CO,751,2010,61,39,25,36,28,26,53,39,43
Denver CO,CO,751,2011,51,30,50,52,61,30,57,52,51
Denver CO,CO,751,2012,53,29,59,49,62,47,54,54,52
Denver CO,CO,751,2013,57,27,60,56,63,46,49,58,57
Denver CO,CO,751,2014,63,30,55,59,65,39,55,51,53
Denver CO,CO,751,2015,57,37,59,60,62,52,49,50,60
Denver CO,CO,751,2016,57,36,54,67,65,46,47,54,58
Denver CO,CO,751,2017,58,28,54,66,66,50,47,59,71
Des Moines-Ames IA,IA,679,2004,46,7,48,42,15,32,15,15,38
Des Moines-Ames IA,IA,679,2005,65,8,11,23,20,17,19,43,28
Des Moines-Ames IA,IA,679,2006,50,15,27,42,40,34,24,22,45
Des Moines-Ames IA,IA,679,2007,67,29,45,56,20,43,30,58,53
Des Moines-Ames IA,IA,679,2008,64,16,31,52,54,29,51,59,27
Des Moines-Ames IA,IA,679,2009,59,17,22,64,53,41,42,57,36
Des Moines-Ames IA,IA,679,2010,65,39,27,45,25,37,56,40,50
Des Moines-Ames IA,IA,679,2011,56,30,55,64,62,35,62,52,62
Des Moines-Ames IA,IA,679,2012,59,28,74,59,57,51,54,56,61
Des Moines-Ames IA,IA,679,2013,61,27,66,65,73,55,52,60,55
